,RECHARGE_VALUE,MIN_RECHARGE_AVG,P2_MADE_CALLS_DURATION,P2_PERC_DAYS_SOCIAL_NETWORK_OTT,PERC_SOCIAL_NETWORK_SESSIONS_IN_P1,PERC_INTERNET_SESSIONS_IN_P1,PERC_RECEIVED_CALLS_DURATION_IN_P2,PERC_P4_RECEIVED_CALLS_DURATION_BY_TOTAL,P23_PERC_DAYS_MADE_CALLS_OTT,WEEKDAY_PERC_INTERNET_MB,WEEKEND_HOLYDAY_PERC_SOCIAL_NETWORK_SESSIONS,WEEKEND_HOLYDAY_P14_WHATSAPP_MB_BY_SESSION,AGE_TYPE
4793,130.0,40.0,611.0,25.0,0.0,0.0,29.0,3.0,26.09,79.95,25.0,0.0,8
4794,530.0,46.0,177.0,98.53,19.0,18.0,38.0,4.0,63.01,10.44,22.38,1.0,2
4795,20.0,20.0,88.0,0.0,50.0,50.0,42.0,9.0,0.0,0.0,21.43,0.0,5
4796,40.0,20.0,4.0,77.78,0.0,0.0,48.0,23.0,0.0,12.65,16.67,0.0,7
4797,200.0,28.33,49.0,96.43,27.0,28.0,39.0,8.0,13.16,28.48,23.72,1.46,5
4798,200.0,100.0,62.0,95.52,26.0,26.0,36.0,10.0,24.0,55.78,25.92,0.22,8
4799,170.0,20.0,12.0,0.0,0.0,0.0,31.0,8.0,37.84,0.0,0.0,0.0,3
4800,350.0,50.0,70.0,94.74,15.0,15.0,69.0,6.0,12.0,36.32,23.4,0.13,4
4801,290.0,48.0,35.0,100.0,27.0,25.0,42.0,9.0,47.37,16.96,20.49,0.33,4
4802,610.0,33.33,200.0,5.71,20.0,25.0,27.0,8.0,68.33,0.0,16.67,0.0,10
4803,250.0,75.0,14.0,98.0,24.0,23.0,22.0,21.0,19.7,58.13,23.98,0.01,9
4804,610.0,40.0,55.0,100.0,12.0,11.0,28.0,10.0,27.59,16.32,31.31,0.41,2
4805,132.65618050597098,-33.7511750707586,2.0,100.0,14.0,43.0,11.0,6.0,0.0,0.0,24.766799424561402,1.85763267726686,4
4806,210.0,36.67,509.0,36.36,18.0,17.0,43.0,6.0,80.39,32.19,23.55,0.11,4
4807,150.0,10.0,605.0,100.0,23.0,18.0,42.0,5.0,0.0,8.78,14.53,3.21,8
4808,400.0,50.0,214.0,0.0,0.0,0.0,44.0,7.0,40.0,0.0,0.0,0.0,9
4809,550.0,50.0,283.0,98.85,24.0,22.0,41.0,10.0,82.76,14.37,23.9,0.13,7
4810,450.0,50.0,44.0,76.0,16.0,14.0,22.0,13.0,27.69,3.39,16.29,4.96,2
4811,269.570662898265,67.9520427481066,101.0,100.0,29.0,29.0,43.0,10.0,0.0,0.0,0.0,0.0,5
4812,70.0,20.0,232.0,91.67,21.0,20.0,45.0,5.0,13.95,31.38,18.51,0.03,3
4813,446.134167279612,91.20450764325821,1.0,80.0,19.0,17.0,22.0,7.0,33.33,10.99,19.05,0.14,6
4814,344.134601596555,71.5973112143957,499.0,100.0,25.0,25.0,47.0,2.0,5.33,99.73,16.49,0.0,8
4815,200.0,30.0,55.0,52.0,14.0,13.0,32.0,10.0,48.48,29.27,28.57,0.32,2
4816,450.0,75.0,382.0,78.31,12.0,13.0,45.0,5.0,79.07,9.08,23.17,0.14,7
4817,280.0,30.0,344.0,22.73,0.0,0.0,71.0,1.0,40.74,100.0,16.67,0.0,10
4818,670.0,20.0,39.0,98.15,22.0,24.0,53.0,4.0,60.71,16.87,25.9,0.01,6
4819,400.0,100.0,215.0,95.0,15.0,15.0,40.0,7.0,82.35,78.02,22.62,0.69,5
4820,200.0,100.0,263.0,88.46,27.0,28.0,14.0,5.0,13.21,34.86,24.1,0.36,8
4821,90.0,20.0,350.0,89.47,18.0,18.0,34.0,6.0,21.74,20.66,21.13,0.1,4
4822,280.0,50.0,139.0,97.01,19.0,20.0,52.0,5.0,55.22,10.49,22.89,0.19,2
4823,200.0,100.0,345.0,0.0,0.0,0.0,49.0,5.0,80.0,0.0,0.0,0.0,10
4824,220.0,60.0,26.0,64.52,14.0,15.0,62.0,4.0,42.22,37.15,11.67,0.28,4
4825,400.0,100.0,552.0,24.53,21.0,20.0,52.0,6.0,84.62,5.17,22.22,1.26,5
4826,360.0,36.67,157.0,41.86,26.0,26.0,31.0,12.0,94.44,5.99,23.93,2.94,7
4827,60.0,20.0,23.0,0.0,0.0,0.0,42.0,8.0,11.11,0.0,0.0,0.0,4
4828,100.0,50.0,164.0,83.33,32.0,31.0,31.0,20.0,35.29,49.69,21.05,0.16,4
4829,150.0,50.0,36.0,92.59,18.0,18.0,37.0,18.0,18.75,38.82,25.0,0.03,8
4830,240.0,30.0,240.0,82.14,14.0,14.0,34.0,14.0,50.77,18.71,21.05,0.2,6
4831,130.0,13.33,180.0,28.57,14.0,14.0,41.0,11.0,9.76,0.0,16.67,0.0,4
4832,850.0,50.0,383.0,96.51,25.0,25.0,53.0,5.0,89.66,17.64,20.54,0.06,10
4833,500.0,100.0,1127.0,100.0,16.0,19.0,48.0,7.0,94.25,11.55,15.74,0.27,7
4834,200.0,10.0,267.0,100.0,22.0,22.0,23.0,8.0,1.19,10.05,15.2,0.24,3
4835,600.0,50.0,10.0,76.47,5.0,5.0,37.0,5.0,16.07,4.17,23.97,2.28,6
4836,50.0,50.0,536.0,100.0,20.0,19.0,75.0,0.0,6.25,97.24,15.86,0.0,3
4837,450.0,150.0,562.0,64.29,8.0,7.0,34.0,4.0,46.15,54.23,23.29,0.51,7
4838,400.0,100.0,242.0,83.78,23.0,22.0,34.0,3.0,29.55,4.05,22.39,0.03,5
4839,500.0,100.0,346.0,67.95,8.0,7.0,56.0,4.0,73.49,24.49,21.7,0.11,3
4840,600.0,35.0,458.0,75.76,11.0,14.0,46.0,8.0,52.0,25.09,24.71,1.15,8
4841,150.0,50.0,713.0,0.0,0.0,0.0,35.0,3.0,43.48,0.0,0.0,0.0,5
4842,200.0,100.0,111.0,80.3,11.0,11.0,42.0,16.0,71.76,15.9,23.54,0.16,6
4843,400.0,50.0,56.0,100.0,22.0,23.0,37.0,12.0,2.3,17.54,11.1,0.42,4
4844,300.0,100.0,85.0,63.51,26.0,26.0,24.0,17.0,79.31,22.22,22.31,3.57,6
4845,1540.0,55.0,85.0,100.0,22.0,23.0,37.0,5.0,31.03,22.94,26.53,0.24,5
4846,250.0,50.0,248.0,98.57,5.0,5.0,42.0,2.0,8.22,78.1,18.87,0.01,4
4847,180.0,20.0,506.0,3.39,22.0,20.0,30.0,15.0,44.78,99.17,16.67,0.0,7
4848,230.0,30.0,39.0,94.83,21.0,17.0,17.0,6.0,29.76,59.55,9.6,0.05,10
4849,500.0,100.0,25.0,100.0,25.0,19.0,40.0,4.0,32.18,37.69,15.78,0.55,5
4850,90.0,30.0,230.0,10.0,0.0,0.0,40.0,5.0,45.45,0.0,14.29,0.0,8
4851,60.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,6.76737506753965,0.232605275757906,9
4852,620.0,73.33,104.0,68.49,14.0,16.0,48.0,7.0,80.0,80.11,22.4,1.31,5
4853,50.0,50.0,129.0,98.04,12.0,8.0,58.0,6.0,3.66,52.83,15.42,0.27,5
4854,144.39759900702802,-11.5909731301158,13.0,0.0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.6383345330916329,5
4855,400.0,80.0,207.0,100.0,23.0,23.0,52.0,4.0,100.0,10.58,26.01,0.06,4
4856,340.0,30.0,310.0,7.32,0.0,0.0,58.0,3.0,55.32,0.0,16.67,0.0,10
4857,450.0,50.0,202.0,0.0,0.0,0.0,9.0,34.0,50.85,0.0,0.0,0.0,7
4858,100.0,100.0,156.0,86.36,21.0,21.0,39.0,6.0,73.91,16.67,29.07,0.03,2
4859,740.0,38.0,377.0,78.05,20.0,21.0,53.0,5.0,62.07,14.55,25.22,0.02,3
4860,200.0,100.0,53.0,59.38,15.0,15.0,31.0,17.0,59.52,38.07,24.51,0.02,3
4861,280.0,26.67,50.0,0.0,0.0,0.0,68.0,0.0,19.51,0.0,0.0,-1.8731129753365001,9
4862,70.0,20.0,26.0,0.0,0.0,0.0,47.0,3.0,28.57,0.0,0.0,0.0,8
4863,540.0,28.0,6.0,92.86,24.0,26.0,20.0,3.0,21.31,39.95,22.03,0.16,2
4864,270.0,50.0,60.0,97.87,15.0,17.0,46.0,6.0,12.24,0.0,26.9,0.53,10
4865,400.0,100.0,103.0,88.16,10.0,10.0,55.0,4.0,71.6,11.31,24.41,0.02,3
4866,200.0,100.0,17.0,0.0,0.0,0.0,23.0,11.0,58.33,0.0,0.0,0.0,4
4867,180.0,20.0,193.0,77.78,10.0,9.0,34.0,8.0,48.48,51.11,22.48,0.04,4
4868,270.0,33.33,1036.0,81.48,14.0,15.0,59.0,2.0,63.79,31.65,21.67,0.16,4
4869,500.0,50.0,94.0,100.0,23.0,21.0,38.0,18.0,47.22,6.81,12.2,1.81,5
4870,410.0,36.0,1006.0,61.02,16.0,16.0,42.0,2.0,79.69,20.62,23.51,0.5,2
4871,410.0,36.67,44.0,100.0,15.0,13.0,31.0,7.0,35.14,34.4,23.23,1.57,3
4872,450.0,50.0,147.0,76.54,21.0,18.0,54.0,6.0,65.48,14.15,20.3,0.47,5
4873,350.0,100.0,8.0,98.72,18.0,19.0,62.0,13.0,6.1,36.75,18.77,0.0,2
4874,400.0,100.0,121.0,0.0,0.0,0.0,52.0,6.0,57.38,94.07,0.0,0.0,10
4875,-243.17001928622898,1.5745757459741296,0.0,0.0,0.0,0.0,25.0,25.0,0.0,0.0,0.0,-0.0876389569436357,5
4876,600.0,100.0,582.0,92.86,16.0,15.0,37.0,14.0,85.06,15.65,23.93,0.49,6
4877,400.0,100.0,1019.0,83.54,0.0,0.0,59.0,3.0,98.77,100.0,16.67,0.0,7
4878,400.0,100.0,122.0,97.62,20.0,19.0,51.0,5.0,75.86,46.26,25.64,0.29,7
4879,300.0,100.0,664.0,90.0,12.0,14.0,47.0,2.0,45.95,24.92,18.48,0.16,4
4880,510.0,25.0,122.0,100.0,21.0,21.0,63.0,4.0,16.09,17.21,17.89,1.33,3
4881,400.0,100.0,254.0,100.0,23.0,24.0,61.0,7.0,54.02,15.34,20.91,0.01,8
4882,550.0,87.5,75.0,54.05,13.0,13.0,54.0,4.0,58.0,93.79,26.47,0.0,7
4883,300.0,50.0,175.0,88.89,18.0,19.0,22.0,6.0,45.0,28.17,37.31,0.12,3
4884,540.0,24.29,276.0,100.0,22.0,23.0,33.0,6.0,55.81,51.7,19.72,0.32,3
4885,400.0,100.0,801.0,50.68,24.0,24.0,37.0,4.0,84.15,75.33,12.77,0.13,5
4886,570.0,73.33,146.0,89.87,20.0,20.0,31.0,6.0,54.88,22.46,25.04,1.34,3
4887,490.0,85.0,255.0,98.8,15.0,15.0,29.0,5.0,58.62,43.79,23.43,0.17,4
4888,300.0,100.0,7.0,81.03,22.0,20.0,56.0,10.0,32.81,86.36,8.44,0.05,6
4889,160.0,20.0,517.0,100.0,14.0,10.0,48.0,5.0,21.84,82.51,12.71,0.0,8
4890,620.0,44.0,132.0,100.0,17.0,16.0,40.0,7.0,30.12,16.42,23.44,0.15,8
4891,470.0,20.0,490.0,83.72,20.0,18.0,49.0,4.0,74.42,71.59,23.42,0.06,8
4892,140.0,30.0,18.0,88.64,15.0,14.0,33.0,14.0,48.0,11.21,29.17,0.11,4
4893,600.0,50.0,128.0,97.44,21.0,19.0,20.0,3.0,45.24,40.42,12.35,0.18,5
4894,300.0,75.0,546.0,52.63,24.0,21.0,68.0,1.0,84.81,56.6,16.01,0.13,7
4895,30.0,10.0,0.0,100.0,26.0,26.0,0.0,10.0,0.0,0.0,15.88,0.01,5
4896,200.0,100.0,138.0,100.0,24.0,22.0,54.0,8.0,20.27,44.24,12.5,0.38,7
4897,50.0,50.0,60.0,100.0,19.0,22.0,53.0,10.0,0.0,5.17,16.33,0.0,3
4898,300.0,100.0,564.0,41.67,8.0,8.0,39.0,5.0,82.5,38.85,23.26,1.01,10
4899,250.0,50.0,294.0,63.64,20.0,20.0,65.0,3.0,81.25,10.48,24.54,0.01,7
4900,400.0,100.0,192.0,81.82,9.0,10.0,34.0,9.0,86.75,80.97,20.81,0.01,6
4901,350.0,50.0,73.0,98.11,5.0,6.0,34.0,7.0,38.6,29.65,28.5,0.12,5
4902,500.0,100.0,1313.0,95.35,18.0,19.0,49.0,3.0,95.4,62.66,26.62,0.3,4
4903,450.0,46.67,184.0,60.27,9.0,6.0,37.0,3.0,70.13,89.16,13.81,0.4,8
4904,1000.0,200.0,52.0,73.53,30.0,31.0,29.0,21.0,34.12,30.07,25.9,0.01,10
4905,320.0,35.0,849.0,26.92,8.0,7.0,42.0,3.0,59.46,72.06,13.51,0.0,7
4906,530.0,45.0,281.0,16.0,19.0,18.0,39.0,7.0,90.24,21.3,23.08,0.05,5
4907,20.0,20.0,46.0,100.0,14.0,13.0,51.0,10.0,2.63,73.4,17.73,0.0,10
4908,1330.0,57.27,1446.0,96.43,16.0,17.0,43.0,4.0,64.37,23.04,27.47,0.4,6
4909,866.026368864996,87.7945509097714,0.0,100.0,35.0,33.0,20.0,36.0,0.0,29.91,16.67,0.0,1
4910,300.0,50.0,97.0,96.88,18.0,19.0,20.0,15.0,12.5,7.1,24.06,0.16,3
4911,70.0,20.0,16.0,0.0,0.0,0.0,36.0,9.0,36.36,0.0,0.0,0.0,7
4912,400.0,100.0,317.0,89.61,4.0,3.0,64.0,4.0,63.22,35.8,24.61,0.56,4
4913,140.0,30.0,18.0,93.75,25.0,25.0,33.0,11.0,10.0,1.6,15.57,0.02,10
4914,350.0,50.0,16.0,90.91,20.0,20.0,38.0,25.0,32.76,14.75,21.41,0.05,2
4915,2100.0,58.57,731.0,64.63,17.0,17.0,48.0,4.0,94.12,32.88,24.4,2.58,8
4916,570.0,42.5,77.0,17.78,13.0,13.0,24.0,6.0,65.67,10.49,25.43,0.07,7
4917,350.0,30.0,103.0,0.0,0.0,0.0,39.0,17.0,46.03,0.0,0.0,0.0,8
4918,560.0,40.0,498.0,100.0,24.0,25.0,41.0,4.0,48.28,17.99,18.71,0.2,7
4919,300.0,50.0,0.0,100.0,24.0,25.0,17.0,4.0,10.77,98.18,15.52,0.0,8
4920,400.0,100.0,27.0,100.0,20.0,22.0,31.0,6.0,71.26,40.55,14.47,1.77,10
4921,260.0,20.0,11.0,80.0,13.0,13.0,38.0,8.0,30.77,24.01,23.91,0.32,2
4922,20.0,20.0,8.0,0.0,0.0,0.0,50.0,6.0,0.0,0.0,0.0,-0.5400576395447539,7
4923,400.0,27.5,174.0,69.7,7.0,7.0,51.0,8.0,44.0,20.86,24.58,0.23,5
4924,80.0,30.0,9.0,0.0,0.0,0.0,44.0,16.0,60.0,0.0,0.0,0.0,9
4925,500.0,100.0,22.0,100.0,8.0,8.0,24.0,6.0,8.97,15.39,20.83,0.32,5
4926,130.0,20.0,64.0,90.77,23.0,17.0,49.0,6.0,10.14,51.24,18.48,0.0,9
4927,850.0,50.0,77.0,100.0,21.0,21.0,46.0,9.0,29.89,9.56,26.23,1.2,3
4928,90.0,20.0,449.0,0.0,13.0,12.0,29.0,12.0,0.0,10.16,27.78,0.0,4
4929,450.0,50.0,197.0,92.68,22.0,22.0,56.0,4.0,62.79,83.26,25.04,0.0,10
4930,900.0,300.0,6.0,85.42,14.0,14.0,37.0,29.0,15.28,55.28,23.09,0.14,3
4931,400.0,100.0,1148.0,63.16,11.0,12.0,50.0,4.0,73.68,21.32,23.01,0.09,4
4932,1500.0,200.0,33.0,96.67,28.0,28.0,36.0,17.0,4.69,13.98,28.69,0.09,4
4933,450.0,50.0,109.0,40.48,11.0,10.0,32.0,9.0,67.31,24.04,21.63,0.15,6
4934,800.0,200.0,389.0,100.0,23.0,24.0,51.0,2.0,34.21,93.04,25.12,0.02,10
4935,-32.4532133800921,-5.989161505001,35.0,0.0,0.0,0.0,77.0,0.0,66.67,0.0,0.0,-0.935692471861847,9
4936,420.0,33.33,311.0,80.0,20.0,20.0,46.0,9.0,68.67,9.41,18.35,1.75,3
4937,337.954654621658,33.7470819700364,0.0,100.0,18.0,21.0,25.0,33.0,0.0,10.47,13.86,0.0,1
4938,610.0,27.5,794.0,72.15,26.0,26.0,34.0,3.0,80.95,6.34,23.87,0.06,7
4939,450.0,75.0,275.0,87.18,18.0,18.0,34.0,7.0,81.4,15.43,22.83,0.35,4
4940,660.0,46.0,327.0,97.65,19.0,19.0,56.0,6.0,65.12,16.69,25.93,0.53,4
4941,300.0,100.0,892.0,97.33,22.0,22.0,38.0,2.0,34.62,3.85,20.0,0.4,7
4942,400.0,50.0,98.0,100.0,22.0,22.0,52.0,8.0,55.17,59.62,14.55,0.18,6
4943,400.0,100.0,145.0,0.0,0.0,0.0,57.0,6.0,69.23,0.0,0.0,0.0,9
4944,550.0,50.0,62.0,50.0,15.0,9.0,29.0,6.0,54.17,100.0,15.56,0.0,9
4945,360.0,40.0,106.0,100.0,11.0,8.0,31.0,12.0,4.41,9.63,29.28,0.48,5
4946,110.0,20.0,330.0,27.78,0.0,0.0,47.0,5.0,13.04,0.0,16.67,0.0,10
4947,50.0,20.0,994.0,0.0,0.0,0.0,56.0,2.0,13.33,0.0,0.0,0.0,6
4948,840.0,40.0,1093.0,100.0,24.0,25.0,40.0,3.0,63.53,11.02,21.82,0.3,6
4949,1100.0,53.57,617.0,100.0,21.0,21.0,45.0,2.0,69.39,8.96,22.61,0.21,3
4950,200.0,100.0,124.0,26.32,17.0,16.0,51.0,3.0,72.31,91.15,13.92,0.05,5
4951,80.0,20.0,26.0,0.0,0.0,0.0,31.0,7.0,75.0,0.0,0.0,0.0,10
4952,270.0,25.0,138.0,100.0,23.0,20.0,38.0,15.0,4.76,10.64,15.32,0.23,2
4953,490.0,23.33,17.0,98.75,19.0,17.0,41.0,15.0,13.25,7.88,23.35,0.89,2
4954,120.0,10.0,101.0,25.0,14.0,13.0,52.0,5.0,24.14,100.0,15.79,0.0,5
4955,289.574785605931,21.1455863766099,7.0,0.0,0.0,0.0,63.0,8.0,0.0,0.0,0.0,0.0,3
4956,500.0,100.0,69.0,43.86,29.0,29.0,41.0,6.0,69.01,21.33,24.35,0.02,6
4957,374.03494435674696,13.568647818772199,16.0,83.33,18.0,17.0,81.0,3.0,26.67,100.0,16.67,0.0,7
4958,450.0,75.0,54.0,96.43,20.0,20.0,36.0,9.0,25.58,31.56,23.63,0.39,7
4959,270.0,50.0,26.0,95.56,10.0,9.0,39.0,5.0,7.84,25.56,23.42,0.73,2
4960,300.0,100.0,98.0,97.5,20.0,17.0,31.0,7.0,20.48,69.28,15.45,0.63,6
4961,90.0,30.0,50.0,60.0,22.0,19.0,45.0,7.0,64.29,99.48,16.67,0.0,4
4962,610.0,43.33,195.0,100.0,8.0,7.0,42.0,7.0,86.21,14.25,21.15,0.45,7
4963,400.0,100.0,177.0,31.51,16.0,15.0,61.0,2.0,85.19,99.74,18.37,0.0,8
4964,560.0,33.33,32.0,98.63,13.0,15.0,43.0,16.0,45.45,36.69,18.61,0.19,2
4965,200.0,100.0,407.0,58.82,7.0,5.0,47.0,4.0,66.67,99.69,11.85,0.0,9
4966,50.0,20.0,2.0,66.67,27.0,28.0,27.0,25.0,16.67,100.0,15.79,0.0,3
4967,150.0,12.86,25.0,11.76,0.0,0.0,50.0,2.0,13.64,0.0,22.22,-0.999163347970729,7
4968,575.46945000542,97.3587971731303,82.0,100.0,23.0,25.0,59.0,4.0,66.67,1.37,22.22,0.04,10
4969,90.0,20.0,24.0,55.56,11.0,13.0,60.0,7.0,27.27,95.82,15.0,0.0,3
4970,64.4942043201234,17.7138414694523,30.0,0.0,0.0,0.0,33.0,15.0,0.0,0.0,7.1349225558621,0.66476567217962,5
4971,200.0,50.0,1697.0,97.67,30.0,29.0,47.0,2.0,65.96,15.53,22.49,0.68,7
4972,650.0,87.5,111.0,100.0,25.0,24.0,35.0,12.0,11.49,23.96,24.36,1.01,4
4973,180.0,10.0,91.0,75.0,15.0,15.0,48.0,8.0,26.09,66.69,23.15,0.03,6
4974,170.0,20.0,12.0,0.0,0.0,0.0,38.0,10.0,57.14,0.0,0.0,0.0,10
4975,900.0,66.67,144.0,88.31,7.0,6.0,48.0,6.0,60.47,26.42,11.29,2.51,10
4976,100.0,50.0,69.0,100.0,16.0,22.0,29.0,5.0,36.73,38.51,25.65,0.14,5
4977,110.0,20.0,62.0,0.0,0.0,0.0,33.0,10.0,53.13,0.0,0.0,0.0,5
4978,450.0,66.67,101.0,100.0,26.0,27.0,43.0,5.0,86.21,26.88,28.21,0.04,5
4979,250.0,20.0,57.0,100.0,20.0,18.0,49.0,10.0,18.07,0.98,14.8,0.02,4
4980,480.0,30.0,204.0,63.38,18.0,25.0,50.0,7.0,49.33,63.96,20.93,0.0,8
4981,430.0,30.0,21.0,87.67,23.0,24.0,18.0,20.0,51.28,16.31,28.53,1.3,2
4982,620.0,36.67,35.0,96.15,19.0,19.0,30.0,9.0,33.75,29.86,23.18,2.17,3
4983,370.0,28.0,153.0,75.32,26.0,25.0,41.0,4.0,67.07,13.4,24.65,0.53,5
4984,200.0,100.0,152.0,48.72,21.0,21.0,32.0,10.0,56.25,78.26,21.62,0.02,8
4985,210.0,20.0,399.0,100.0,24.0,24.0,31.0,11.0,18.39,19.98,15.34,0.25,7
4986,580.0,28.0,94.0,97.62,5.0,7.0,35.0,3.0,43.68,12.37,29.78,0.76,3
4987,580.0,46.0,138.0,62.12,19.0,18.0,38.0,11.0,60.71,80.92,16.63,0.07,5
4988,550.0,75.0,827.0,69.05,7.0,6.0,49.0,2.0,90.7,39.9,23.47,0.04,9
4989,150.0,30.0,633.0,20.0,0.0,0.0,55.0,2.0,25.0,95.47,16.13,0.0,8
4990,450.0,50.0,713.0,9.41,20.0,21.0,46.0,6.0,90.7,23.05,28.28,0.0,8
4991,650.0,50.0,89.0,86.11,18.0,17.0,30.0,11.0,31.51,28.08,23.49,0.01,8
4992,500.0,100.0,647.0,100.0,22.0,23.0,49.0,5.0,94.25,53.5,22.98,0.46,6
4993,120.0,30.0,30.0,80.0,7.0,7.0,33.0,5.0,45.45,35.45,20.43,0.01,9
4994,163.153833352604,73.6909119938283,22.0,93.75,13.0,12.0,31.0,3.0,7.69,42.65,14.12,0.0,7
4995,70.0,10.0,0.0,100.0,23.0,22.0,100.0,0.0,5.88,24.46,22.35,0.07,3
4996,300.0,33.33,45.0,0.0,0.0,0.0,27.0,17.0,53.85,0.0,0.0,0.0,3
4997,100.0,100.0,69.0,81.25,19.0,20.0,11.0,6.0,55.0,25.14,26.92,0.15,3
4998,100.0,25.0,65.0,0.0,0.0,0.0,37.0,8.0,7.14,0.0,0.0,0.0,3
4999,20.0,20.0,90.0,0.0,0.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,4
5000,380.0,22.0,136.0,91.89,15.0,18.0,33.0,6.0,57.14,16.94,27.01,0.4,4
5001,170.0,30.0,20.0,0.0,0.0,0.0,62.0,1.0,60.0,0.0,0.0,0.0,9
5002,400.0,100.0,190.0,82.35,18.0,18.0,46.0,5.0,26.87,100.0,14.47,0.0,10
5003,250.0,50.0,86.0,89.61,24.0,23.0,42.0,9.0,51.9,8.71,23.07,0.25,5
5004,550.0,50.0,723.0,0.0,0.0,0.0,60.0,3.0,95.06,0.0,0.0,0.0,7
5005,409.588470028058,31.8920864051336,139.0,0.0,0.0,0.0,46.0,5.0,0.0,0.0,0.0,0.0,10
5006,420.0,30.0,103.0,89.06,18.0,20.0,61.0,4.0,30.0,83.17,23.43,0.08,6
5007,400.0,100.0,187.0,77.36,5.0,7.0,42.0,5.0,35.29,16.08,37.33,0.01,4
5008,400.0,100.0,297.0,100.0,24.0,24.0,43.0,6.0,86.75,1.13,21.82,0.48,6
5009,600.0,50.0,260.0,0.0,0.0,0.0,42.0,6.0,72.0,0.0,0.0,0.0,9
5010,480.0,31.67,7.0,86.96,7.0,8.0,46.0,20.0,2.7,33.92,25.88,0.08,7
5011,910.0,53.33,155.0,96.51,20.0,20.0,35.0,9.0,89.53,24.11,23.32,0.14,4
5012,400.0,100.0,63.0,44.64,11.0,8.0,42.0,8.0,56.94,60.64,16.61,0.08,8
5013,330.0,15.0,547.0,0.0,0.0,0.0,54.0,2.0,87.5,0.0,0.0,0.0,6
5014,50.0,20.0,394.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,0.0,0.0,6
5015,498.668399808965,-18.639779889587604,19.0,0.0,0.0,0.0,34.0,9.0,0.0,0.0,0.0,0.0,5
5016,50.0,50.0,61.0,0.0,0.0,0.0,60.0,7.0,8.33,0.0,14.29,0.0,5
5017,400.0,100.0,260.0,100.0,25.0,25.0,37.0,3.0,25.29,41.64,22.56,0.12,10
5018,100.0,100.0,385.0,68.42,12.0,12.0,40.0,2.0,62.07,24.36,24.46,0.08,7
5019,710.0,38.57,283.0,78.18,23.0,23.0,29.0,6.0,53.16,4.36,27.77,1.14,7
5020,50.0,50.0,412.0,92.31,35.0,36.0,54.0,7.0,6.67,16.01,0.0,0.0,6
5021,570.0,42.5,146.0,0.0,0.0,0.0,44.0,4.0,68.35,0.0,0.0,0.0,7
5022,150.0,50.0,265.0,31.82,15.0,15.0,33.0,6.0,81.13,24.92,23.53,0.25,2
5023,50.0,10.0,295.0,0.0,0.0,0.0,71.0,2.0,50.0,0.0,0.0,0.0,3
5024,50.0,10.0,21.0,0.0,0.0,0.0,50.0,0.0,88.89,0.0,0.0,0.5557406711865429,9
5025,450.0,150.0,221.0,98.85,24.0,25.0,46.0,5.0,51.72,20.59,21.96,0.05,5
5026,500.0,50.0,8.0,92.19,18.0,17.0,14.0,16.0,34.29,35.71,24.55,0.02,3
5027,150.0,50.0,19.0,100.0,25.0,25.0,47.0,7.0,14.94,22.24,16.18,0.0,7
5028,220.0,20.0,9.0,97.44,26.0,26.0,19.0,9.0,24.44,36.66,21.94,0.44,5
5029,700.0,100.0,156.0,95.56,23.0,23.0,37.0,1.0,77.55,9.83,23.3,0.74,5
5030,400.0,100.0,1182.0,0.0,0.0,0.0,44.0,3.0,84.81,0.0,0.0,0.0,9
5031,290.0,30.0,201.0,97.14,24.0,27.0,24.0,5.0,18.42,82.51,19.14,0.06,2
5032,320.0,60.0,636.0,79.63,21.0,21.0,38.0,4.0,48.44,14.51,23.11,0.66,7
5033,300.0,50.0,18.0,100.0,29.0,28.0,36.0,10.0,14.94,62.08,22.98,0.04,7
5034,460.0,65.0,21.0,80.88,8.0,6.0,46.0,8.0,39.76,46.29,15.37,0.04,3
5035,400.0,100.0,31.0,100.0,20.0,20.0,23.0,8.0,19.28,27.95,23.56,0.18,4
5036,60.0,10.0,112.0,8.33,0.0,0.0,51.0,5.0,57.14,0.0,0.0,0.0,5
5037,500.0,50.0,648.0,63.38,4.0,4.0,57.0,6.0,89.19,19.28,23.34,0.03,4
5038,90.0,20.0,48.0,95.83,10.0,10.0,38.0,15.0,19.23,80.66,17.88,0.0,2
5039,520.0,32.5,111.0,97.59,22.0,22.0,41.0,6.0,79.52,25.27,16.93,1.2,4
5040,240.0,35.0,95.0,47.5,17.0,16.0,44.0,15.0,48.89,5.13,23.08,0.0,5
5041,420.0,73.33,49.0,98.8,21.0,24.0,38.0,15.0,8.33,43.94,15.38,0.06,2
5042,200.0,25.0,428.0,98.8,24.0,27.0,30.0,5.0,20.48,9.47,16.82,0.79,3
5043,400.0,43.33,103.0,98.81,25.0,25.0,46.0,8.0,49.41,30.8,23.83,2.24,6
5044,500.0,100.0,864.0,100.0,22.0,22.0,51.0,3.0,96.55,32.23,22.39,0.08,6
5045,20.0,20.0,1103.0,0.0,0.0,0.0,44.0,5.0,0.0,0.0,0.0,0.0,5
5046,220.0,12.5,393.0,98.25,8.0,8.0,47.0,6.0,15.38,40.41,17.47,0.02,8
